trun,c,ELp,value,scenario
2019,uae,CSP,0.12161065052034421,B
2019,uae,Cogen,115.15683407485676,B
2019,uae,CCGT,25.372522526381932,B
2019,qat,GT,1.2017020948897226,B
2019,qat,Cogen,48.27373199999999,B
2019,qat,CCGT,4.571385095296676,B
2019,kuw,Cogen,81.8397854491231,B
2019,bah,Steam,4.122016914425076,B
2019,bah,GT,0.06035627031379579,B
2019,bah,Cogen,0.7883999999999999,B
2019,bah,CCGT,14.65300783105567,B
2019,omn,Cogen,19.142114457599924,B
2019,omn,CCGT,20.572211996787367,B
2020,ksa,Steam,213.64161251828554,B
2020,ksa,GT,25.38807558927778,B
2020,ksa,PV,0.04000827811310617,B
2020,ksa,Cogen,32.1013418421859,B
2020,ksa,CCGT,173.99520391117775,B
2020,uae,GT,21.580111649096338,B
2020,uae,PV,0.026489946154592738,B
2020,uae,CSP,0.14866242533105486,B
2020,uae,Cogen,115.9194272400016,B
2020,uae,CCGT,26.938871898504683,B
2020,qat,GT,1.776479970634322,B
2020,qat,Cogen,47.529395546689265,B
2020,qat,CCGT,5.989197941199879,B
2020,kuw,Cogen,86.24249121569244,B
2020,bah,Steam,4.56213490513321,B
2020,bah,GT,0.15784226183161543,B
2020,bah,Cogen,0.7883999999999944,B
2020,bah,CCGT,14.756210580489727,B
2020,omn,Cogen,7.782645461952637,B
2020,omn,CCGT,33.826515766671534,B
2021,ksa,Steam,198.70498914705504,B
2021,ksa,GT,18.926247180445866,B
2021,ksa,PV,0.039654243596177356,B
2021,ksa,Cogen,25.15515094629582,B
2021,ksa,CCGT,220.2505213871702,B
2021,uae,GT,15.452955034830229,B
2021,uae,Nuclear,42.188159999999996,B
2021,uae,PV,0.026251536638840736,B
2021,uae,CSP,0.14806600867063718,B
2021,uae,Cogen,91.75456620131219,B
2021,uae,CCGT,24.043556900368866,B
2021,qat,Steam,2.011572306383129,B
2021,qat,GT,1.7298964814964315,B
2021,qat,Cogen,42.50929021440001,B
2021,qat,CCGT,8.967918612598552,B
2021,kuw,Cogen,91.84512228746271,B
2021,bah,Steam,5.600631840780731,B
2021,bah,GT,0.5585996433095891,B
2021,bah,CCGT,14.984083929033417,B
2021,omn,Cogen,8.085798681437579,B
2021,omn,CCGT,35.17708953848499,B
2022,ksa,Steam,206.0747350967403,B
2022,ksa,GT,20.619271733660465,B
2022,ksa,PV,0.039303365184201425,B
2022,ksa,Cogen,7.692055672981449,B
2022,ksa,CCGT,253.47138277596534,B
2022,uae,GT,11.302479899007544,B
2022,uae,CoalSteam,8.19929180217127,B
2022,uae,Nuclear,42.188159999999996,B
2022,uae,PV,0.025798081908264398,B
2022,uae,CSP,0.14814402458167092,B
2022,uae,Cogen,91.7545662012927,B
2022,uae,CCGT,25.259494376747135,B
2022,qat,Steam,1.904843072514021,B
2022,qat,GT,1.7024290032135225,B
2022,qat,Cogen,38.31891835103039,B
2022,qat,CCGT,13.49337502746803,B
2022,kuw,Cogen,94.80753194660275,B
2022,bah,Steam,6.089272159888712,B
2022,bah,GT,0.8268523417885291,B
2022,bah,CCGT,15.028199326020122,B
2022,omn,Cogen,4.14794280753184,B
2022,omn,CCGT,40.97770845811304,B
2023,ksa,Steam,216.22910119492195,B
2023,ksa,GT,28.25779049521015,B
2023,ksa,PV,0.03895561464030968,B
2023,ksa,Cogen,7.859897905928069,B
2023,ksa,CCGT,259.24131156874813,B
2023,uae,GT,14.648862724902742,B
2023,uae,CoalSteam,9.501076542373196,B
2023,uae,Nuclear,42.188159999999996,B
2023,uae,PV,0.025599624286753313,B
2023,uae,CSP,0.14826636750543856,B
2023,uae,Cogen,91.75456620131506,B
2023,uae,CCGT,26.269651824584766,B
2023,qat,Steam,1.8065385955949014,B
2023,qat,GT,1.663974533617385,B
2023,qat,Cogen,38.86406200598017,B
2023,qat,CCGT,15.532075723606656,B
2023,kuw,Cogen,99.36647657841976,B
2023,bah,Steam,6.716927471106563,B
2023,bah,GT,1.148755579968062,B
2023,bah,CCGT,15.039850874114316,B
2023,omn,CCGT,47.332503169410565,B
2024,ksa,Steam,231.00057436063184,B
2024,ksa,GT,44.06352646301739,B
2024,ksa,PV,0.038610963947165365,B
2024,ksa,Cogen,2.893774942787682,B
2024,ksa,CCGT,263.1431550407689,B
2024,uae,GT,9.67884278017409,B
2024,uae,CoalSteam,19.03464388711783,B
2024,uae,Nuclear,42.188159999999996,B
2024,uae,PV,0.025549105136008464,B
2024,uae,CSP,0.14885616665379356,B
2024,uae,Cogen,91.75456620130885,B
2024,uae,CCGT,27.31222104531725,B
2024,qat,Steam,1.7731976532703442,B
2024,qat,GT,1.6255200640215046,B
2024,qat,Cogen,39.813406747563064,B
2024,qat,CCGT,17.218938745220825,B
2024,kuw,Cogen,104.09163090782792,B
2024,bah,Steam,7.2494900613147815,B
2024,bah,GT,1.4170082784492732,B
2024,bah,CCGT,15.04004399999999,B
2024,omn,Cogen,0.6460834820450675,B
2024,omn,CCGT,48.323243911549326,B
2025,ksa,Steam,222.57018333938257,B
2025,ksa,GT,45.406681640384846,B
2025,ksa,PV,0.038269385360820425,B
2025,ksa,Cogen,2.8937749427876707,B
2025,ksa,CCGT,297.8352867256966,B
2025,uae,GT,28.79066659491046,B
2025,uae,CoalSteam,3.44999873276078,B
2025,uae,Nuclear,42.188159999999996,B
2025,uae,PV,0.025319163190232075,B
2025,uae,CSP,0.14884548502575742,B
2025,uae,Cogen,93.73316164701905,B
2025,uae,CCGT,27.985551398456913,B
2025,qat,Steam,1.7398567109458838,B
2025,qat,GT,1.587065594425653,B
2025,qat,Cogen,39.57556557623656,B
2025,qat,CCGT,19.903458044140756,B
2025,kuw,Nuclear,18.953256800320794,B
2025,kuw,Cogen,90.51962391842926,B
2025,bah,Steam,7.848212954253752,B
2025,bah,GT,1.7794954830004963,B
2025,bah,CCGT,15.04004399999999,B
2025,omn,Cogen,1.2633194576995117,B
2025,omn,CCGT,49.67798786708551,B
2026,ksa,Steam,214.68438356876783,B
2026,ksa,GT,42.291529936994024,B
2026,ksa,PV,0.037930851382022436,B
2026,ksa,Cogen,2.8937749427891237,B
2026,ksa,CCGT,340.6892081999528,B
2026,uae,GT,31.70084826817365,B
2026,uae,CoalSteam,5.209413648898354,B
2026,uae,Nuclear,42.188159999999996,B
2026,uae,PV,0.025091290722131728,B
2026,uae,CSP,0.14880342671541139,B
2026,uae,Cogen,93.7331616468193,B
2026,uae,CCGT,29.02571058754305,B
2026,qat,Steam,1.7065157686213432,B
2026,qat,GT,1.5486111248298113,B
2026,qat,Cogen,41.12591947426561,B
2026,qat,CCGT,21.101462951171072,B
2026,kuw,Nuclear,18.95325680385866,B
2026,kuw,Cogen,95.07856847406208,B
2026,bah,Steam,8.204728377569964,B
2026,bah,GT,2.2239884742594627,B
2026,bah,CCGT,15.040043999999991,B
2026,omn,Cogen,1.5839080167012864,B
2026,omn,CCGT,51.01026692499405,B
2027,ksa,Steam,210.27769261710915,B
2027,ksa,GT,41.94596501591582,B
2027,ksa,PV,0.03759533475554506,B
2027,ksa,Cogen,2.8937749427876276,B
2027,ksa,CCGT,378.1821433782093,B
2027,uae,GT,31.264181460960792,B
2027,uae,CoalSteam,3.5299844356958756,B
2027,uae,Nuclear,42.18815999999998,B
2027,uae,PV,0.024865469110980684,B
2027,uae,CSP,0.1488561666537358,B
2027,uae,Cogen,102.8184043199986,B
2027,uae,CCGT,27.94383375668225,B
2027,qat,Steam,1.6684118345367698,B
2027,qat,GT,1.5046631595793776,B
2027,qat,Cogen,42.50929021439671,B
2027,qat,CCGT,22.825851641094726,B
2027,kuw,Nuclear,24.414416408447913,B
2027,kuw,Cogen,95.08416343686,B
2027,bah,Steam,8.372490012953044,B
2027,bah,GT,2.5650230844276947,B
2027,bah,CCGT,15.492457851937345,B
2027,omn,Cogen,1.6956838070135543,B
2027,omn,CCGT,52.89538480703148,B
2028,ksa,Steam,201.6406265148312,B
2028,ksa,GT,35.22523843886546,B
2028,ksa,PV,0.037262808476657215,B
2028,ksa,Cogen,2.893774942787648,B
2028,ksa,CCGT,428.66840113967925,B
2028,uae,GT,32.7799465548722,B
2028,uae,CoalSteam,4.715065840845439,B
2028,uae,Nuclear,42.18815999999999,B
2028,uae,PV,0.024641679881738335,B
2028,uae,CSP,0.14882595164060058,B
2028,uae,Cogen,102.8184043200039,B
2028,uae,CCGT,31.696516333139694,B
2028,qat,Steam,1.6303079004509955,B
2028,qat,GT,1.4607151943248702,B
2028,qat,Cogen,42.50929021439145,B
2028,qat,CCGT,25.827671113799607,B
2028,kuw,Nuclear,24.91600731767515,B
2028,kuw,Cogen,99.8163570697994,B
2028,bah,Steam,8.297646743920636,B
2028,bah,GT,2.6765458271915756,B
2028,bah,CCGT,16.577190158612545,B
2028,omn,Cogen,2.6273065432275673,B
2028,omn,CCGT,54.25397995775698,B
2029,ksa,Steam,186.60496461711622,B
2029,ksa,GT,28.750300210283278,B
2029,ksa,PV,0.03693324578371023,B
2029,ksa,Cogen,3.3866150591158,B
2029,ksa,CCGT,479.60703472131064,B
2029,uae,GT,31.64143823952341,B
2029,uae,CoalSteam,4.590288258883636,B
2029,uae,Nuclear,42.18815999999999,B
2029,uae,PV,0.02441990476390535,B
2029,uae,CSP,0.14884133442658318,B
2029,uae,Cogen,102.81840431980132,B
2029,uae,CCGT,40.01286160372279,B
2029,qat,Steam,1.584676379750781,B
2029,qat,GT,1.4140383282802111,B
2029,qat,Cogen,42.50929021439966,B
2029,qat,CCGT,29.21008624930308,B
2029,kuw,Nuclear,31.292595779686195,B
2029,kuw,Cogen,99.60080177674985,B
2029,bah,Steam,8.233495370557574,B
2029,bah,GT,2.772136749675239,B
