trun,c,ELp,value,scenario
2018,uae,PV,0.00973242271,B
2018,uae,CSP,0.05,B
2018,uae,Cogen,20.57,B
2018,qat,GT,1.3285041077608222,B
2018,qat,CC,2.007,B
2018,qat,Cogen,8.608,B
2018,kuw,PV,0.00973242271,B
2018,kuw,Cogen,19.787,B
2018,bah,Steam,1.302,B
2018,bah,GT,1.629,B
2018,bah,CC,1.94,B
2018,bah,Cogen,0.28200000000000003,B
2018,omn,CC,5.077999999999999,B
2018,omn,Cogen,2.466,B
2019,ksa,Steam,33.7512,B
2019,ksa,GT,34.650439607179436,B
2019,ksa,CC,16.027,B
2019,ksa,PV,0.015439562654008001,B
2019,ksa,Cogen,14.741999999999999,B
2019,uae,GT,7.14680933493698,B
2019,uae,CC,3.96,B
2019,uae,PV,0.00964483090561,B
2019,uae,CSP,0.05,B
2019,uae,Cogen,20.57,B
2019,qat,GT,1.3405361604707928,B
2019,qat,CC,2.007,B
2019,qat,Cogen,7.796,B
2019,kuw,PV,0.00964483090561,B
2019,kuw,Cogen,19.023,B
2019,bah,Steam,1.302,B
2019,bah,GT,1.629,B
2019,bah,CC,1.94,B
2019,bah,Cogen,0.28200000000000003,B
2019,omn,CC,5.077999999999999,B
2019,omn,Cogen,2.466,B
2020,ksa,Steam,33.7512,B
2020,ksa,GT,30.249439607179433,B
2020,ksa,CC,17.531,B
2020,ksa,CCcon,5.3790000000000004,B
2020,ksa,PV,0.01530256688912318,B
2020,ksa,Cogen,14.741999999999999,B
2020,uae,GT,8.190602574117387,B
2020,uae,CC,3.96,B
2020,uae,CCcon,0.10545,B
2020,uae,PV,0.00955802742745951,B
2020,uae,CSP,0.05,B
2020,uae,Cogen,20.57,B
2020,qat,GT,1.7685146637938072,B
2020,qat,CC,2.007,B
2020,qat,CCcon,0.13125,B
2020,qat,Cogen,7.796,B
2020,kuw,PV,0.00955802742745951,B
2020,kuw,Cogen,19.622999999999998,B
2020,bah,Steam,1.302,B
2020,bah,GT,1.629,B
2020,bah,CC,1.94,B
2020,bah,Cogen,0.28200000000000003,B
2020,omn,CC,8.347,B
2020,omn,Cogen,2.466,B
2021,ksa,Steam,33.7512,B
2021,ksa,GT,29.978439607179432,B
2021,ksa,CC,24.551000000000002,B
2021,ksa,CCcon,5.3790000000000004,B
2021,ksa,PV,0.015166794284627314,B
2021,ksa,Cogen,14.741999999999999,B
